🇨🇳央视频道,#genre#
上海纪实人文 高清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226230/index.m3u8
北京体育休闲 高清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226232/index.m3u8
湖南快乐垂钓 高清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226805/index.m3u8
湖南茶频道 高清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226808/index.m3u8
SiTV游戏风云 高清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226579/index.m3u8
SiTV游戏风云 高清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226803/index.m3u8
SiTV都市剧场 高清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226581/index.m3u8
NewTV怡伴健康 高清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226957/index.m3u8
哒啵电竞 高清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226951/index.m3u8
哒啵赛事 高清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226954/index.m3u8
延边频道,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
青海频道,http://stream.qhbtv.com/qhws/sd/live.m3u8
新闻综合,http://huangxin.quipor.cn:12999/hls/17/index.m3u8?url=tvzb.com
东方卫视,http://huangxin.quipor.cn:12999/hls/18/index.m3u8?url=tvzb.com
东方影视,http://huangxin.quipor.cn:12999/hls/19/index.m3u8?url=tvzb.com
第一财经,http://huangxin.quipor.cn:12999/hls/20/index.m3u8?url=tvzb.com
五星体育,http://huangxin.quipor.cn:12999/hls/21/index.m3u8?url=tvzb.com
北京卫视,http://huangxin.quipor.cn:12999/hls/22/index.m3u8?url=tvzb.com
江苏卫视,http://huangxin.quipor.cn:12999/hls/23/index.m3u8?url=tvzb.com
浙江卫视,http://huangxin.quipor.cn:12999/hls/24/index.m3u8?url=tvzb.com
湖南卫视,http://huangxin.quipor.cn:12999/hls/25/index.m3u8?url=tvzb.com
山东卫视,http://huangxin.quipor.cn:12999/hls/26/index.m3u8?url=tvzb.com
黑龙江卫视,http://huangxin.quipor.cn:12999/hls/27/index.m3u8?url=tvzb.com
安徽卫视,http://huangxin.quipor.cn:12999/hls/28/index.m3u8?url=tvzb.com
天津卫视,http://huangxin.quipor.cn:12999/hls/29/index.m3u8?url=tvzb.com
江西卫视,http://huangxin.quipor.cn:12999/hls/30/index.m3u8?url=tvzb.com
辽宁卫视,http://huangxin.quipor.cn:12999/hls/31/index.m3u8?url=tvzb.com
湖北卫视,http://huangxin.quipor.cn:12999/hls/32/index.m3u8?url=tvzb.com
广东卫视,http://huangxin.quipor.cn:12999/hls/33/index.m3u8?url=tvzb.com
深圳卫视,http://huangxin.quipor.cn:12999/hls/34/index.m3u8?url=tvzb.com
东南卫视,http://huangxin.quipor.cn:12999/hls/35/index.m3u8?url=tvzb.com
四川卫视,http://huangxin.quipor.cn:12999/hls/36/index.m3u8?url=tvzb.com
重庆卫视,http://huangxin.quipor.cn:12999/hls/37/index.m3u8?url=tvzb.com
河北卫视,http://huangxin.quipor.cn:12999/hls/38/index.m3u8?url=tvzb.com
河南卫视,http://huangxin.quipor.cn:12999/hls/39/index.m3u8?url=tvzb.com
山西卫视,http://huangxin.quipor.cn:12999/hls/40/index.m3u8?url=tvzb.com
陕西卫视,http://huangxin.quipor.cn:12999/hls/41/index.m3u8?url=tvzb.com
甘肃卫视,http://huangxin.quipor.cn:12999/hls/42/index.m3u8?url=tvzb.com
广西卫视,http://huangxin.quipor.cn:12999/hls/43/index.m3u8?url=tvzb.com
东奥纪实,http://huangxin.quipor.cn:12999/hls/44/index.m3u8?url=tvzb.com


🇨🇳陕西频道,#genre#
陕西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225821/index.m3u8
农林卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8
陕西一套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226357/1.m3u8
陕西二套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226358/1.m3u8
陕西三套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226359/1.m3u8
陕西四套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226360/1.m3u8
陕西五套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226361/1.m3u8
陕西六套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226362/1.m3u8
陕西七套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226363/1.m3u8
陕西八套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226364/1.m3u8
西安新闻综合,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226366/1.m3u8
西安都市,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226367/1.m3u8
西安商务资讯,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226368/1.m3u8
西安影视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226369/1.m3u8
西安丝路,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226370/1.m3u8
西安教育,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226371/index.m3u8
咸阳-1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226372/index.m3u8
杨凌-1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226373/index.m3u8
延安-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226374/1.m3u8
延安-2,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226375/1.m3u8
铜川-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226379/1.m3u8
铜川-2,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226380/1.m3u8
宝鸡-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226383/1.m3u8
宝鸡-2,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226384/1.m3u8
宁强-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226390/1.m3u8
宁强-2,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226389/1.m3u8
汉中-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226331/1.m3u8
汉中-3,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225991/index.m3u8
佛坪-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226454/1.m3u8
镇巴-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226457/1.m3u8
略阳-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226322/1.m3u8
西乡-1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226556/index.m3u8
榆林-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226377/1.m3u8
商洛-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226378/1.m3u8
渭南-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226376/1.m3u8
安康-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226385/1.m3u8
陕西卫视,http://112.46.85.60:808/hls/17/index.m3u8
陕西一套,http://112.46.85.60:808/hls/18/index.m3u8
陕西二套,http://112.46.85.60:808/hls/19/index.m3u8
陕西三套,http://112.46.85.60:808/hls/20/index.m3u8
陕西四套,http://112.46.85.60:808/hls/21/index.m3u8
陕西五套,http://112.46.85.60:808/hls/22/index.m3u8
陕西六套,http://112.46.85.60:808/hls/23/index.m3u8
陕西七套,http://112.46.85.60:808/hls/24/index.m3u8
陕西八套,http://112.46.85.60:808/hls/62/index.m3u8
精彩三秦,http://112.46.85.60:808/hls/26/index.m3u8
农林卫视,http://112.46.85.60:808/hls/27/index.m3u8
安康综合,http://mmitv.top/test/tianma.php?id=akzh
安康公共,http://mmitv.top/test/tianma.php?id=akgg
安康教育,http://mmitv.top/test/tianma.php?id=akjy
保山一套,http://liveynbsdst.chinamcache.com/live/zb01.m3u8?auth_key=1645240615-0-0-65e16b6e5bf26ac5538ac471eff58b55
保山二套,http://liveynbsdst.chinamcache.com/live/zb02.m3u8?auth_key=1645240679-0-0-d67bc97395c69c4381264c996315a24b
咸阳-1,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226372/index.m3u8
铜川-1,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226379/1.m3u8
汉中-1,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226331/1.m3u8
略阳-1,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226322/1.m3u8

🇨🇳江苏频道,#genre#
苏州新闻综合,http://tylive.kan0512.com/norecord/norecord_csztv1.m3u8
苏州社会经济,http://tylive.kan0512.com/norecord/norecord_csztv2.m3u8
苏州文化生活,http://tylive.kan0512.com/norecord/norecord_csztv3.m3u8
苏州生活资讯,http://tylive.kan0512.com/norecord/norecord_csztv5.m3u8
苏州4K超清,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8
南京信息,http://live.nbs.cn/channels/njtv/xxpd/m3u8:500k/live.m3u8
南京娱乐,http://live.nbs.cn/channels/njtv/ylpd/m3u8:500k/live.m3u8
南京十八,http://live.nbs.cn/channels/njtv/sbpd/m3u8:500k/live.m3u8
无锡新闻综合,http://stream.thmz.com/wxtv1/playlist.m3u8
无锡都市资讯,http://stream.thmz.com/wxtv3/playlist.m3u8
无锡经济,http://stream.thmz.com/wxtv5/playlist.m3u8
无锡生活,http://stream.thmz.com/wxtv4/playlist.m3u8
无锡娱乐,http://stream.thmz.com/wxtv2/playlist.m3u8
无锡新闻综合,http://stream.thmz.com/wxtv1/sd/live.m3u8
无锡都市资讯,http://stream.thmz.com/wxtv3/sd/live.m3u8
无锡经济,http://stream.thmz.com/wxtv5/sd/live.m3u8
无锡生活,http://stream.thmz.com/wxtv4/sd/live.m3u8
无锡娱乐,http://stream.thmz.com/wxtv2/sd/live.m3u8
江阴新闻综合,http://221.228.70.101:8080/live/xinwen.m3u8
宜兴新闻综合,http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_xw.m3u8
宜兴紫砂,http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_zs.m3u8
常熟综合,http://cstvplay.21cs.cn/cstv1/cstv1.m3u8
常熟民生经济,http://cstvplay.21cs.cn/cstv2/cstv2.m3u8
昆山新闻综合,http://pili-publish.living.ksrmtzx.com/ksntv/ks-tv.m3u8
南通新闻综合,http://zjtv-wshls.homecdn.com/live/7cc9.m3u8
南通都市生活,http://zjtv-wshls.homecdn.com/live/7cc7.m3u8
南通影视娱乐,http://zjtv-wshls.homecdn.com/live/7cc5.m3u8
南通崇川综合,http://zjtv-wshls.homecdn.com/live/7cc1.m3u8
徐州新闻综合,http://stream3.huaihai.tv/xwzh1t/sd/live.m3u8
徐州经济生活,http://stream3.huaihai.tv/xz2t/sd/live.m3u8
徐州公共频道,http://stream3.huaihai.tv/xz4t/sd/live.m3u8
徐州文艺影视,http://stream3.huaihai.tv/xz3t/sd/live.m3u8
扬州新闻综合,http://zjtv-wshls.homecdn.com/live/8bb.m3u8
扬州城市,http://zjtv-wshls.homecdn.com/live/8bd.m3u8
扬州生活,http://zjtv-wshls.homecdn.com/live/8bf.m3u8
扬州邗江,http://zjtv-wshls.homecdn.com/live/8c3.m3u8
连云港新闻综合,http://live.lyg1.com/zhpd/sd/live.m3u8
连云港公共,http://live.lyg1.com/ggpd/sd/live.m3u8
镇江新闻综合,http://zjtv-wshls.homecdn.com/live/2aa50.m3u8
镇江民生,http://zjtv-wshls.homecdn.com/live/2aa16.m3u8
靖江新闻综合,http://visit.jjbctv.com:1935/live/xwzhpc/playlist.m3u8
靖江新闻综合,http://visit.jjbctv.com:1935/live/xwzhmb/playlist.m3u8
张家港新闻,http://3gvod.zjgonline.com.cn:1935/live/xinwenzonghe2/playlist.m3u8
张家港民生,http://3gvod.zjgonline.com.cn:1935/live/shehuishenghuo2/playlist.m3u8
大丰新闻,http://dafeng-tv-hls.cm.jstv.com/dafeng-tv/dafengyt.m3u8
大丰公共,http://dafeng-tv-hls.cm.jstv.com/dafeng-tv/dafenget.m3u8
如东新闻,http://rudong-tv-hls.cm.jstv.com/rudong-tv/rdxwzh.m3u8
溧水新闻,http://live.lsrmw.cn/zhpd/sd/live.m3u8
溧水影视,http://live.lsrmw.cn/ysyl/sd/live.m3u8
张家港综合,http://3gvod.zjgonline.com.cn:1935/live/xinwenzonghe2/playlist.m3u8?checkedby:hlscat.com
靖江电视,http://58.222.151.43:1935/live/xwzhpc/playlist.m3u8
句容新闻综合,http://jrlive.jrntv.com/live/_definst_/jrxwzhs/playlist.m3u8
句容生活,http://jrlive.jrntv.com/live/_definst_/shenghuos/playlist.m3u8
句容党建,http://jrlive.jrntv.com/live/_definst_/dangjians/playlist.m3u8
句容影视,http://jrlive.jrntv.com/live/_definst_/yingshis/playlist.m3u8
铜山三农,http://stream.tstvxmt.com/ts2/sd/live.m3u8
南京娱乐,http://live.nbs.cn/channels/njtv/ylpd/500k.m3u8?zjiangsd
南京十八,http://live.nbs.cn/channels/njtv/sbpd/500k.m3u8?zjiangsd
南京信息,http://live.nbs.cn/channels/njtv/xxpd/500k.m3u8?zjiangsd
苏州4k,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8?zjiangsd
淮安新闻综合,http://live1.habctv.com/zhpdsl/sd/live.m3u8?zjiangsd
淮安公共频道,http://live1.habctv.com/ggpdsl/sd/live.m3u8?zjiangsd
淮安影院娱乐,http://live1.habctv.com/ysylsl/sd/live.m3u8?zjiangsd
无锡新闻综合,http://stream.thmz.com/wxtv1/sd/live.m3u8?zjiangsd
无锡娱乐,http://stream.thmz.com/wxtv2/sd/live.m3u8?zjiangsd
无锡都市资讯,http://stream.thmz.com/wxtv3/sd/live.m3u8?zjiangsd
无锡生活,http://stream.thmz.com/wxtv4/sd/live.m3u8?zjiangsd
无锡经济,http://stream.thmz.com/wxtv5/sd/live.m3u8?zjiangsd
张家港新闻综合,http://3gvod.zjgonline.com.cn:1935/live/xinwenzonghe2/playlist.m3u8?zjiangsd
张家港民生频道,http://3gvod.zjgonline.com.cn:1935/live/shehuishenghuo2/playlist.m3u8?zjiangsd
滨海新闻综合,http://jsbh.chinashadt.com:2036/live/bh11.stream/playlist.m3u8?zjiangsd
大丰公共频道,http://dafeng-tv-hls.cm.jstv.com/dafeng-tv/dafenget.m3u8?zjiangsd
东台综合频道,http://dongtai-tv-hls.cm.jstv.com/dongtai-tv/dongtaizonghe.m3u8?zjiangsd
盐都综合频道,http://yandu-tv-hls.cm.jstv.com/yandu-tv/yanduzh.m3u8?zjiangsd
如东新闻综合,http://rudong-tv-hls.cm.jstv.com/rudong-tv/rdxwzh.m3u8?zjiangsd
江宁新闻频道,https://jiangning-tv-hls.cm.jstv.com/jiangning-tv/jnxwzh.m3u8?zjiangsd
溧水新闻综合,http://live.lsrmw.cn/zhpd/sd/live.m3u8?zjiangsd
溧水影院娱乐,http://live.lsrmw.cn/ysyl/sd/live.m3u8?zjiangsd
宜兴新闻频道,http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_xw.m3u8?zjiangsd
宜兴紫砂频道,http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_zs.m3u8?zjiangsd
淮阴综合频道,http://huaiyin-tv-hls.cm.jstv.com/huaiyin-tv/huaiyinf.m3u8?zjiangsd
淮阴影院频道,http://huaiyin-tv-hls.cm.jstv.com/huaiyin-tv/hyys.m3u8?zjiangsd
金湖新闻综合,http://jinhu-tv-hls.cm.jstv.com/jinhu-tv/jinhuzh.m3u8?zjiangsd
金坛新闻频道,http://jintan-tv-ori-hls.jstv.com/jintan-tv-ori/jintan_xw.m3u8?zjiangsd
武进新闻频道,https://live.wjyanghu.com/live/CH1.m3u8?zjiangsd
武进生活频道,https://live.wjyanghu.com/live/CH2.m3u8?zjiangsd
泗洪新闻综合,http://sihong-tv-hls.cm.jstv.com/sihong-tv/sihongxinwenzonghe.m3u8?zjiangsd
句容新闻综合,http://jrlive.jrntv.com/live/_definst_/jrxwzhs/playlist.m3u8?zjiangsd
句容生活频道,http://jrlive.jrntv.com/live/_definst_/shenghuos/playlist.m3u8?zjiangsd
句容影院频道,http://jrlive.jrntv.com/live/_definst_/yingshis/playlist.m3u8?zjiangsd
句容党建频道,http://jrlive.jrntv.com/live/_definst_/dangjians/playlist.m3u8?zjiangsd
睢宁综合频道,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningzh.m3u8?zjiangsd
睢宁生活教育,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningsh.m3u8?zjiangsd
睢宁三农频道,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningsn.m3u8?zjiangsd
睢宁资讯频道,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningys.m3u8?zjiangsd
姜堰新闻综合,https://jiangyan-tv-hls.cm.jstv.com/jiangyan-tv/jiangyanzh.m3u8?zjiangsd
沭阳综合频道,http://shuyang-tv-hls.cm.jstv.com/shuyang-tv/shuyangzh.m3u8?zjiangsd
扬中新闻频道,http://yangzhong-tv-hls.cm.jstv.com/yangzhong-tv/xwzh.m3u8?zjiangsd
扬中党建民生,http://yangzhong-tv-hls.cm.jstv.com/yangzhong-tv/yzdj.m3u8?zjiangsd
东海新闻频道,http://donghai-tv-hls.cm.jstv.com/donghai-tv/donghaixinwensp.m3u8?zjiangsd
贾汪新闻频道,http://jiawang-tv-hls.cm.jstv.com/jiawang-tv/jwxw.m3u8?zjiangsd
贾汪旅游频道,http://jiawang-tv-hls.cm.jstv.com/jiawang-tv/jwly.m3u8?zjiangsd
沛县新闻综合,http://peixian-tv-hls.cm.jstv.com/peixian-tv/pxzh.m3u8?zjiangsd
泗阳综合频道,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzh.m3u8?zjiangsd
泗阳资讯频道,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzx.m3u8?zjiangsd
赣榆新闻综合,http://ganyu-tv-hls.cm.jstv.com/ganyu-tv/ganyutv.m3u8?zjiangsd


🇨🇳北京联通,#genre#

CCTV-1高清,http://103.48.233.245:9901/rtp/239.3.1.129:8008
CCTV-2高清,http://103.48.233.245:9901/rtp/239.3.1.60:8084
CCTV-3高清,http://103.48.233.245:9901/rtp/239.3.1.172:8001
CCTV-4高清,http://103.48.233.245:9901/rtp/239.3.1.105:8092
CCTV-4美洲高清,http://103.48.233.245:9901/rtp/239.3.1.214:4220
CCTV-4欧洲高清,http://103.48.233.245:9901/rtp/239.3.1.213:4220
CCTV-5高清,http://103.48.233.245:9901/rtp/239.3.1.173:8001
CCTV-5+,http://103.48.233.245:9901/rtp/239.3.1.130:8004
CCTV-6高清,http://103.48.233.245:9901/rtp/239.3.1.174:8001
CCTV-7高清,http://103.48.233.245:9901/rtp/239.3.1.61:8104
CCTV-8高清,http://103.48.233.245:9901/rtp/239.3.1.175:8001
CCTV-9高清,http://103.48.233.245:9901/rtp/239.3.1.62:8112
CCTV-10高清,http://103.48.233.245:9901/rtp/239.3.1.63:8116
CCTV-11高清,http://103.48.233.245:9901/rtp/239.3.1.152:8120
CCTV-12高清,http://103.48.233.245:9901/rtp/239.3.1.64:8124
CCTV-13高清,http://103.48.233.245:9901/rtp/239.3.1.124:8128
CCTV-14高清,http://103.48.233.245:9901/rtp/239.3.1.65:8132
CCTV-15高清,http://103.48.233.245:9901/rtp/239.3.1.153:8136
CCTV-16高清,http://103.48.233.245:9901/rtp/239.3.1.184:8001
CCTV17-高清,http://103.48.233.245:9901/rtp/239.3.1.151:8144
BRTV北京卫视高清,http://103.48.233.245:9901/rtp/239.3.1.241:8000
BRTV文艺高清,http://103.48.233.245:9901/rtp/239.3.1.242:8000
BRTV纪实科教高清,http://103.48.233.245:9901/rtp/239.3.1.115:8000
BRTV影视高清,http://103.48.233.245:9901/rtp/239.3.1.158:8000
BRTV财*高清,http://103.48.233.245:9901/rtp/239.3.1.116:8000
BRTV体育休闲高清,http://103.48.233.245:9901/rtp/239.3.1.243:8000
BRTV生活高清,http://103.48.233.245:9901/rtp/239.3.1.117:8000
BRTV新闻高清,http://103.48.233.245:9901/rtp/239.3.1.159:8000
BRTV卡酷少儿高清,http://103.48.233.245:9901/rtp/239.3.1.189:8000
湖南卫视高清,http://103.48.233.245:9901/rtp/239.3.1.132:8012
江苏卫视高清,http://103.48.233.245:9901/rtp/239.3.1.135:8028
东方卫视高清,http://103.48.233.245:9901/rtp/239.3.1.136:8032
浙江卫视高清,http://103.48.233.245:9901/rtp/239.3.1.137:8036
湖北卫视高清,http://103.48.233.245:9901/rtp/239.3.1.138:8044
天津卫视高清,http://103.48.233.245:9901/rtp/239.3.1.141:1234
山东卫视高清,http://103.48.233.245:9901/rtp/239.3.1.209:8052
辽宁卫视高清,http://103.48.233.245:9901/rtp/239.3.1.210:8056
安徽卫视高清,http://103.48.233.245:9901/rtp/239.3.1.211:8064
黑龙江卫视高清,http://103.48.233.245:9901/rtp/239.3.1.133:8016
贵州卫视高清,http://103.48.233.245:9901/rtp/239.3.1.149:8076
东南卫视高清,http://103.48.233.245:9901/rtp/239.3.1.156:8148
重庆卫视高清,http://103.48.233.245:9901/rtp/239.3.1.122:8160
江西卫视高清,http://103.48.233.245:9901/rtp/239.3.1.123:8164
广东卫视高清,http://103.48.233.245:9901/rtp/239.3.1.142:8048
河北卫视高清,http://103.48.233.245:9901/rtp/239.3.1.148:8072
深圳卫视高清,http://103.48.233.245:9901/rtp/239.3.1.134:8020
吉林卫视高清,http://103.48.233.245:9901/rtp/239.3.1.240:8172
CCTV-16 4K,http://103.48.233.245:9901/rtp/239.3.1.183:8001
BRTV体育休闲4K HDR,http://103.48.233.245:9901/rtp/239.3.1.120:8000
BRTV体育休闲4K SDR,http://103.48.233.245:9901/rtp/239.3.1.121:8000
4K超清,http://103.48.233.245:9901/rtp/239.3.1.249:8001
爱上4K,http://103.48.233.245:9901/rtp/239.3.1.236:2000
IPTV5＋高清,http://103.48.233.245:9901/rtp/239.3.1.237:4120
体育赛事高清,http://103.48.233.245:9901/rtp/239.3.1.157:8176
中国交通,http://103.48.233.245:9901/rtp/239.3.1.188:8001
纪实频道HD,http://103.48.233.245:9901/rtp/239.3.1.212:8060
CETV1高清,http://103.48.233.245:9901/rtp/239.3.1.57:8152
金鹰纪实高清,http://103.48.233.245:9901/rtp/239.3.1.58:8156
CGTN英语,http://103.48.233.245:9901/rtp/239.3.1.215:4220
CGTN英文纪录,http://103.48.233.245:9901/rtp/239.3.1.216:4220
CGTN西班牙语,http://103.48.233.245:9901/rtp/239.3.1.217:4220
CGTN法语,http://103.48.233.245:9901/rtp/239.3.1.218:4220
CGTN阿拉伯语,http://103.48.233.245:9901/rtp/239.3.1.219:4220
CGTN俄语,http://103.48.233.245:9901/rtp/239.3.1.220:4220
淘精彩,http://103.48.233.245:9901/rtp/239.3.1.178:8001
淘Baby,http://103.48.233.245:9901/rtp/239.3.1.238:8001
淘剧场,http://103.48.233.245:9901/rtp/239.3.1.95:8001
淘电影,http://103.48.233.245:9901/rtp/239.3.1.250:8001
淘娱乐,http://103.48.233.245:9901/rtp/239.3.1.100:8001
熊猫频道,http://103.48.233.245:9901/rtp/239.3.1.66:8068
萌宠TV,http://103.48.233.245:9901/rtp/239.3.1.102:8001
快乐垂钓,http://103.48.233.245:9901/rtp/239.3.1.164:8001
茶,http://103.48.233.245:9901/rtp/239.3.1.165:8001
大健康,http://103.48.233.245:9901/rtp/239.3.1.251:8001

CCTV-1高清,http://114.252.225.231:8000/rtp/239.3.1.129:8008
CCTV-2高清,http://114.252.225.231:8000/rtp/239.3.1.60:8084
CCTV-3高清,http://114.252.225.231:8000/rtp/239.3.1.172:8001
CCTV-4高清,http://114.252.225.231:8000/rtp/239.3.1.105:8092
CCTV-4美洲高清,http://114.252.225.231:8000/rtp/239.3.1.214:4220
CCTV-4欧洲高清,http://114.252.225.231:8000/rtp/239.3.1.213:4220
CCTV-5高清,http://114.252.225.231:8000/rtp/239.3.1.173:8001
CCTV-5+,http://114.252.225.231:8000/rtp/239.3.1.130:8004
CCTV-6高清,http://114.252.225.231:8000/rtp/239.3.1.174:8001
CCTV-7高清,http://114.252.225.231:8000/rtp/239.3.1.61:8104
CCTV-8高清,http://114.252.225.231:8000/rtp/239.3.1.175:8001
CCTV-9高清,http://114.252.225.231:8000/rtp/239.3.1.62:8112
CCTV-10高清,http://114.252.225.231:8000/rtp/239.3.1.63:8116
CCTV-11高清,http://114.252.225.231:8000/rtp/239.3.1.152:8120
CCTV-12高清,http://114.252.225.231:8000/rtp/239.3.1.64:8124
CCTV-13高清,http://114.252.225.231:8000/rtp/239.3.1.124:8128
CCTV-14高清,http://114.252.225.231:8000/rtp/239.3.1.65:8132
CCTV-15高清,http://114.252.225.231:8000/rtp/239.3.1.153:8136
CCTV-16高清,http://114.252.225.231:8000/rtp/239.3.1.184:8001
CCTV17-高清,http://114.252.225.231:8000/rtp/239.3.1.151:8144
BRTV北京卫视高清,http://114.252.225.231:8000/rtp/239.3.1.241:8000
BRTV文艺高清,http://114.252.225.231:8000/rtp/239.3.1.242:8000
BRTV纪实科教高清,http://114.252.225.231:8000/rtp/239.3.1.115:8000
BRTV影视高清,http://114.252.225.231:8000/rtp/239.3.1.158:8000
BRTV财*高清,http://114.252.225.231:8000/rtp/239.3.1.116:8000
BRTV体育休闲高清,http://114.252.225.231:8000/rtp/239.3.1.243:8000
BRTV生活高清,http://114.252.225.231:8000/rtp/239.3.1.117:8000
BRTV新闻高清,http://114.252.225.231:8000/rtp/239.3.1.159:8000
BRTV卡酷少儿高清,http://114.252.225.231:8000/rtp/239.3.1.189:8000
湖南卫视高清,http://114.252.225.231:8000/rtp/239.3.1.132:8012
江苏卫视高清,http://114.252.225.231:8000/rtp/239.3.1.135:8028
东方卫视高清,http://114.252.225.231:8000/rtp/239.3.1.136:8032
浙江卫视高清,http://114.252.225.231:8000/rtp/239.3.1.137:8036
湖北卫视高清,http://114.252.225.231:8000/rtp/239.3.1.138:8044
天津卫视高清,http://114.252.225.231:8000/rtp/239.3.1.141:1234
山东卫视高清,http://114.252.225.231:8000/rtp/239.3.1.209:8052
辽宁卫视高清,http://114.252.225.231:8000/rtp/239.3.1.210:8056
安徽卫视高清,http://114.252.225.231:8000/rtp/239.3.1.211:8064
黑龙江卫视高清,http://114.252.225.231:8000/rtp/239.3.1.133:8016
贵州卫视高清,http://114.252.225.231:8000/rtp/239.3.1.149:8076
东南卫视高清,http://114.252.225.231:8000/rtp/239.3.1.156:8148
重庆卫视高清,http://114.252.225.231:8000/rtp/239.3.1.122:8160
江西卫视高清,http://114.252.225.231:8000/rtp/239.3.1.123:8164
广东卫视高清,http://114.252.225.231:8000/rtp/239.3.1.142:8048
河北卫视高清,http://114.252.225.231:8000/rtp/239.3.1.148:8072
深圳卫视高清,http://114.252.225.231:8000/rtp/239.3.1.134:8020
吉林卫视高清,http://114.252.225.231:8000/rtp/239.3.1.240:8172
CCTV-16 4K,http://114.252.225.231:8000/rtp/239.3.1.183:8001
BRTV体育休闲4K HDR,http://114.252.225.231:8000/rtp/239.3.1.120:8000
BRTV体育休闲4K SDR,http://114.252.225.231:8000/rtp/239.3.1.121:8000
4K超清,http://114.252.225.231:8000/rtp/239.3.1.249:8001
爱上4K,http://114.252.225.231:8000/rtp/239.3.1.236:2000
IPTV5＋高清,http://114.252.225.231:8000/rtp/239.3.1.237:4120
体育赛事高清,http://114.252.225.231:8000/rtp/239.3.1.157:8176
